id,name,number,rarity,hp,types,set_id,market_price_normal,market_price_holofoil,market_price_reverse
bw7-76,Gothorita,76,Uncommon,80,Psychic,bw7,0.58,,1.0
bw7-77,Meloetta,77,Rare Holo,80,Psychic,bw7,,6.85,6.69
bw7-78,Sandshrew,78,Common,70,Fighting,bw7,0.89,,6.91
bw7-79,Sandslash,79,Uncommon,90,Fighting,bw7,0.59,,1.08
bw7-80,Gligar,80,Common,70,Fighting,bw7,0.22,,0.68
bw7-81,Gliscor,81,Rare Holo,100,Fighting,bw7,,2.02,3.73
bw7-82,Makuhita,82,Common,70,Fighting,bw7,0.23,,0.33
bw7-83,Trapinch,83,Common,60,Fighting,bw7,0.39,,8.04
bw7-84,Dwebble,84,Common,70,Fighting,bw7,0.41,,1.27
bw7-85,Crustle,85,Rare Holo,100,Fighting,bw7,,3.47,5.37
bw7-86,Mienfoo,86,Common,50,Fighting,bw7,0.29,,0.73
bw7-87,Mienfoo,87,Uncommon,50,Fighting,bw7,0.37,,1.07
bw7-88,Mienshao,88,Uncommon,90,Fighting,bw7,0.33,,0.6
bw7-89,Landorus-EX,89,Rare Holo EX,180,Fighting,bw7,,14.58,
bw7-90,Purrloin,90,Common,50,Darkness,bw7,0.28,,0.64
bw7-91,Liepard,91,Rare Holo,80,Darkness,bw7,,4.13,4.41
bw7-92,Vullaby,92,Common,50,Darkness,bw7,0.26,,0.7
bw7-93,Mandibuzz,93,Uncommon,90,Darkness,bw7,0.34,,0.66
bw7-94,Scizor,94,Rare Holo,120,Metal,bw7,,7.04,23.47
bw7-95,Skarmory,95,Uncommon,80,Metal,bw7,0.46,,1.56
bw7-96,Skarmory,96,Uncommon,100,Metal,bw7,0.73,,4.26
bw7-97,Klink,97,Uncommon,40,Metal,bw7,0.26,,0.54
bw7-98,Vibrava,98,Uncommon,80,Dragon,bw7,0.53,,2.02
bw7-99,Flygon,99,Rare Holo,140,Dragon,bw7,,8.6,9.5
bw7-100,Black Kyurem,100,Rare,130,Dragon,bw7,0.87,,3.94
bw7-101,Black Kyurem-EX,101,Rare Holo EX,180,Dragon,bw7,,4.12,
bw7-102,White Kyurem,102,Rare,130,Dragon,bw7,0.73,,0.99
bw7-103,White Kyurem-EX,103,Rare Holo EX,180,Dragon,bw7,,4.12,
bw7-104,Rattata,104,Common,30,Colorless,bw7,0.46,,0.89
bw7-105,Raticate,105,Uncommon,60,Colorless,bw7,3.27,,2.04
bw7-106,Meowth,106,Common,60,Colorless,bw7,0.47,,5.73
bw7-107,Farfetch'd,107,Uncommon,60,Colorless,bw7,0.55,,9.56
bw7-108,Ditto,108,Rare Holo,70,Colorless,bw7,,32.55,58.33
bw7-109,Snorlax,109,Uncommon,100,Colorless,bw7,7.7,,13.85
bw7-110,Togepi,110,Common,40,Colorless,bw7,1.52,,11.6
bw7-111,Dunsparce,111,Common,60,Colorless,bw7,0.29,,1.27
bw7-112,Taillow,112,Common,50,Colorless,bw7,0.24,,0.65
bw7-113,Skitty,113,Common,60,Colorless,bw7,0.45,,3.61
bw7-114,Delcatty,114,Uncommon,90,Colorless,bw7,0.4,,0.72
bw7-115,Spinda,115,Common,70,Colorless,bw7,0.41,,4.15
bw7-116,Buneary,116,Common,60,Colorless,bw7,0.42,,2.15
bw7-117,Lopunny,117,Uncommon,90,Colorless,bw7,0.53,,20.1
bw7-118,Patrat,118,Common,60,Colorless,bw7,0.26,,1.11
bw7-119,Watchog,119,Uncommon,90,Colorless,bw7,0.4,,0.74
bw7-120,Lillipup,120,Common,60,Colorless,bw7,0.29,,1.95
bw7-121,Herdier,121,Uncommon,80,Colorless,bw7,0.4,,0.93
bw7-122,Stoutland,122,Rare Holo,140,Colorless,bw7,,5.2,4.36
bw7-123,Pidove,123,Common,60,Colorless,bw7,0.5,,5.92
bw7-124,Tranquill,124,Uncommon,80,Colorless,bw7,0.36,,1.13
bw7-125,Unfezant,125,Rare,130,Colorless,bw7,0.65,,0.9
bw7-126,Audino,126,Rare,80,Colorless,bw7,0.68,,1.18
bw7-127,Aspertia City Gym,127,Uncommon,,,bw7,0.31,,0.99
bw7-128,Energy Search,128,Common,,,bw7,0.23,,2.0
bw7-129,Great Ball,129,Uncommon,,,bw7,0.16,,2.16
bw7-130,Hugh,130,Uncommon,,,bw7,0.25,,1.37
bw7-131,Poké Ball,131,Common,,,bw7,0.21,,0.41
bw7-132,Potion,132,Common,,,bw7,0.15,,0.51
bw7-133,Rocky Helmet,133,Uncommon,,,bw7,0.26,,0.61
bw7-134,Skyla,134,Uncommon,,,bw7,0.28,,0.58
bw7-135,Switch,135,Common,,,bw7,0.21,,0.48
bw7-136,Town Map,136,Uncommon,,,bw7,3.47,,8.72
bw7-137,Computer Search,137,Rare ACE,,,bw7,,17.3,
bw7-138,Crystal Edge,138,Rare ACE,,,bw7,,2.26,
bw7-139,Crystal Wall,139,Rare ACE,,,bw7,,2.71,
bw7-140,Gold Potion,140,Rare ACE,,,bw7,,6.69,
bw7-141,Celebi-EX,141,Rare Ultra,110,Grass,bw7,,169.5,
bw7-142,Keldeo-EX,142,Rare Ultra,170,Water,bw7,,140.69,
bw7-143,Cresselia-EX,143,Rare Ultra,170,Psychic,bw7,,97.54,
bw7-144,Landorus-EX,144,Rare Ultra,180,Fighting,bw7,,95.0,
bw7-145,Black Kyurem-EX,145,Rare Ultra,180,Dragon,bw7,,596.65,
bw7-146,White Kyurem-EX,146,Rare Ultra,180,Dragon,bw7,,135.93,
bw7-147,Bianca,147,Rare Ultra,,,bw7,,318.51,
bw7-148,Cheren,148,Rare Ultra,,,bw7,,63.72,
bw7-149,Skyla,149,Rare Ultra,,,bw7,,226.61,
bw7-150,Golurk,150,Rare Secret,130,Psychic,bw7,,107.27,
bw7-151,Terrakion,151,Rare Secret,130,Fighting,bw7,,124.0,
bw7-152,Altaria,152,Rare Secret,70,Dragon,bw7,,159.77,
bw7-153,Rocky Helmet,153,Rare Secret,,,bw7,,34.31,
bw8-1,Turtwig,1,Common,70,Grass,bw8,0.4,,7.55
bw8-2,Grotle,2,Uncommon,100,Grass,bw8,0.43,,5.47
bw8-3,Torterra,3,Rare,150,Grass,bw8,5.74,,8.65
bw8-4,Combee,4,Common,30,Grass,bw8,0.28,,0.51
bw8-5,Vespiquen,5,Rare,100,Grass,bw8,0.63,,1.73
bw8-6,Cherubi,6,Common,40,Grass,bw8,0.28,,0.54
bw8-7,Cherrim,7,Rare,70,Grass,bw8,1.19,,2.52
bw8-8,Sewaddle,8,Common,40,Grass,bw8,0.29,,0.68
bw8-9,Swadloon,9,Uncommon,80,Grass,bw8,0.32,,2.64
bw8-10,Leavanny,10,Rare,140,Grass,bw8,0.72,,1.02
bw8-11,Maractus,11,Uncommon,90,Grass,bw8,0.29,,1.05
bw8-12,Foongus,12,Common,40,Grass,bw8,0.19,,0.6
bw8-13,Amoonguss,13,Uncommon,90,Grass,bw8,0.37,,2.21
bw8-14,Moltres-EX,14,Rare Holo EX,170,Fire,bw8,,8.67,
bw8-15,Chimchar,15,Common,50,Fire,bw8,0.25,,2.41
bw8-16,Monferno,16,Uncommon,80,Fire,bw8,0.44,,2.95
bw8-17,Infernape,17,Rare Holo,130,Fire,bw8,,7.84,8.07
bw8-18,Victini-EX,18,Rare Holo EX,110,Fire,bw8,,11.52,
bw8-19,Pansear,19,Common,70,Fire,bw8,0.23,,0.49
bw8-20,Simisear,20,Uncommon,90,Fire,bw8,0.3,,0.76
bw8-21,Litwick,21,Common,60,Fire,bw8,0.28,,0.99
bw8-22,Lampent,22,Uncommon,70,Fire,bw8,0.21,,0.55
bw8-23,Heatmor,23,Uncommon,90,Fire,bw8,0.32,,0.73
bw8-24,Squirtle,24,Common,60,Water,bw8,1.99,,15.84
bw8-25,Articuno-EX,25,Rare Holo EX,170,Water,bw8,,14.63,
bw8-26,Swinub,26,Common,60,Water,bw8,0.28,,1.13
bw8-27,Piloswine,27,Uncommon,100,Water,bw8,0.48,,1.24
bw8-28,Mamoswine,28,Rare,150,Water,bw8,0.8,,6.89
bw8-29,Lotad,29,Common,60,Water,bw8,0.31,,1.32
bw8-30,Lombre,30,Uncommon,80,Water,bw8,0.33,,2.61
bw8-31,Ludicolo,31,Rare,130,Water,bw8,0.7,,3.87
bw8-32,Carvanha,32,Common,60,Water,bw8,0.21,,0.62
bw8-33,Sharpedo,33,Rare,90,Water,bw8,1.29,,6.28
bw8-34,Manaphy,34,Rare Holo,70,Water,bw8,,2.1,3.46
bw8-35,Vanillite,35,Common,60,Water,bw8,0.23,,0.48
bw8-36,Vanillish,36,Uncommon,80,Water,bw8,0.25,,1.09
bw8-37,Vanilluxe,37,Rare,130,Water,bw8,1.17,,1.8
bw8-38,Frillish,38,Common,70,Water,bw8,0.26,,0.87
bw8-39,Jellicent,39,Rare,100,Water,bw8,0.98,,3.56
bw8-40,Cubchoo,40,Common,70,Water,bw8,0.29,,2.45
bw8-41,Beartic,41,Rare,130,Water,bw8,0.97,,3.65
bw8-42,Magnemite,42,Common,60,Lightning,bw8,0.21,,1.77
bw8-43,Magnemite,43,Common,60,Lightning,bw8,0.27,,0.7
bw8-44,Magneton,44,Uncommon,80,Lightning,bw8,0.32,,1.24
bw8-45,Magneton,45,Uncommon,80,Lightning,bw8,0.32,,2.3
bw8-46,Magnezone,46,Rare Holo,140,Lightning,bw8,,3.66,15.37
bw8-47,Magnezone,47,Rare,140,Lightning,bw8,0.91,,1.04
bw8-48,Zapdos-EX,48,Rare Holo EX,170,Lightning,bw8,,11.32,
bw8-49,Rotom,49,Uncommon,60,Lightning,bw8,0.44,,7.73
bw8-50,Joltik,50,Common,40,Lightning,bw8,0.54,,3.99
bw8-51,Galvantula,51,Uncommon,80,Lightning,bw8,0.41,,1.87
bw8-52,Zubat,52,Common,50,Psychic,bw8,0.32,,3.06
bw8-53,Zubat,53,Common,40,Psychic,bw8,0.41,,5.09
bw8-54,Golbat,54,Uncommon,80,Psychic,bw8,0.29,,3.0
bw8-55,Crobat,55,Rare Holo,130,Psychic,bw8,,3.66,6.57
bw8-56,Koffing,56,Common,70,Psychic,bw8,0.3,,0.85
bw8-57,Koffing,57,Uncommon,60,Psychic,bw8,0.64,,5.49
bw8-58,Weezing,58,Rare Holo,100,Psychic,bw8,,2.47,7.18
bw8-59,Ralts,59,Common,60,Psychic,bw8,0.75,,5.52
bw8-60,Kirlia,60,Uncommon,80,Psychic,bw8,0.4,,3.41
bw8-61,Gallade,61,Rare Holo,140,Psychic,bw8,,2.68,7.02
bw8-62,Giratina,62,Rare,130,Psychic,bw8,4.82,,29.8
bw8-63,Trubbish,63,Uncommon,60,Psychic,bw8,0.61,,5.64
bw8-64,Trubbish,64,Common,60,Psychic,bw8,0.37,,6.41
bw8-65,Trubbish,65,Common,70,Psychic,bw8,1.08,,7.76
bw8-66,Garbodor,66,Rare Holo,110,Psychic,bw8,,3.07,5.16
bw8-67,Garbodor,67,Rare,110,Psychic,bw8,1.09,,4.79
bw8-68,Elgyem,68,Common,60,Psychic,bw8,0.25,,0.39
bw8-69,Elgyem,69,Uncommon,60,Psychic,bw8,0.37,,1.2
bw8-70,Beheeyem,70,Rare,90,Psychic,bw8,0.68,,1.93
bw8-71,Phanpy,71,Common,80,Fighting,bw8,0.56,,1.36
bw8-72,Donphan,72,Uncommon,130,Fighting,bw8,0.81,,2.03
bw8-73,Lunatone,73,Uncommon,90,Fighting,bw8,0.94,,2.17
bw8-74,Solrock,74,Uncommon,90,Fighting,bw8,0.27,,0.69
bw8-75,Riolu,75,Common,60,Fighting,bw8,0.56,,7.63
bw8-76,Riolu,76,Common,70,Fighting,bw8,0.41,,1.85
bw8-77,Lucario,77,Uncommon,90,Fighting,bw8,1.51,,26.49
bw8-78,Lucario,78,Rare Holo,100,Fighting,bw8,,7.22,24.4
bw8-79,Timburr,79,Common,70,Fighting,bw8,0.29,,0.37
bw8-80,Gurdurr,80,Uncommon,90,Fighting,bw8,0.33,,1.21
bw8-81,Conkeldurr,81,Rare,140,Fighting,bw8,1.24,,2.17
bw8-82,Purrloin,82,Common,50,Darkness,bw8,0.29,,2.74
bw8-83,Purrloin,83,Common,50,Darkness,bw8,0.25,,1.23
bw8-84,Liepard,84,Rare,80,Darkness,bw8,1.23,,1.99
bw8-85,Scraggy,85,Common,60,Darkness,bw8,0.22,,0.44
bw8-86,Scrafty,86,Rare,90,Darkness,bw8,2.04,,6.02
bw8-87,Skarmory,87,Rare,90,Metal,bw8,2.96,,8.92
bw8-88,Klink,88,Common,60,Metal,bw8,0.16,,0.54
bw8-89,Klang,89,Uncommon,80,Metal,bw8,0.23,,0.7
bw8-90,Klinklang,90,Rare Holo,140,Metal,bw8,,1.45,2.07
bw8-91,Durant,91,Uncommon,70,Metal,bw8,0.41,,1.71
bw8-92,Durant,92,Uncommon,70,Metal,bw8,0.32,,1.76
bw8-93,Cobalion-EX,93,Rare Holo EX,180,Metal,bw8,,10.88,
bw8-94,Druddigon,94,Rare,110,Dragon,bw8,0.94,,2.76
bw8-95,Black Kyurem-EX,95,Rare Holo EX,180,Dragon,bw8,,4.7,
bw8-96,White Kyurem-EX,96,Rare Holo EX,180,Dragon,bw8,,5.01,
bw8-97,Clefairy,97,Common,60,Colorless,bw8,0.37,,1.79
bw8-98,Clefable,98,Rare,90,Colorless,bw8,1.64,,4.15
bw8-99,Doduo,99,Common,60,Colorless,bw8,0.27,,0.54
bw8-100,Dodrio,100,Rare,90,Colorless,bw8,0.66,,1.5
bw8-101,Snorlax,101,Rare,130,Colorless,bw8,17.05,,59.79
bw8-102,Togepi,102,Common,40,Colorless,bw8,1.08,,7.75
bw8-103,Togetic,103,Uncommon,80,Colorless,bw8,0.58,,3.61
bw8-104,Togekiss,104,Rare Holo,140,Colorless,bw8,,2.9,5.2
bw8-105,Whismur,105,Common,70,Colorless,bw8,0.24,,0.58
bw8-106,Loudred,106,Uncommon,90,Colorless,bw8,0.4,,0.74
bw8-107,Exploud,107,Rare,140,Colorless,bw8,0.73,,1.18
bw8-108,Lugia-EX,108,Rare Holo EX,180,Colorless,bw8,,52.28,
bw8-109,Skitty,109,Common,50,Colorless,bw8,0.32,,1.91
bw8-110,Patrat,110,Common,50,Colorless,bw8,0.29,,0.72
bw8-111,Patrat,111,Common,50,Colorless,bw8,0.28,,2.14
bw8-112,Watchog,112,Uncommon,90,Colorless,bw8,0.44,,2.88
bw8-113,Watchog,113,Rare,90,Colorless,bw8,0.73,,1.11
bw8-114,Bouffalant,114,Rare,100,Colorless,bw8,0.88,,2.23
bw8-115,Rufflet,115,Common,50,Colorless,bw8,0.23,,0.49
bw8-116,Braviary,116,Rare,100,Colorless,bw8,0.69,,1.12
bw8-117,Bicycle,117,Uncommon,,,bw8,5.01,,4.73
bw8-118,Colress,118,Uncommon,,,bw8,2.07,,18.97
bw8-119,Colress Machine,119,Uncommon,,,bw8,0.24,,2.85
bw8-120,Escape Rope,120,Uncommon,,,bw8,0.39,,13.84
bw8-121,Ether,121,Uncommon,,,bw8,0.42,,0.82
bw8-122,Eviolite,122,Uncommon,,,bw8,0.38,,0.49
bw8-123,Hypnotoxic Laser,123,Uncommon,,,bw8,1.77,,12.07
bw8-124,Plasma Frigate,124,Uncommon,,,bw8,0.26,,1.09
bw8-125,Team Plasma Grunt,125,Uncommon,,,bw8,0.17,,2.06
bw8-126,Virbank City Gym,126,Uncommon,,,bw8,4.57,,7.17
bw8-127,Plasma Energy,127,Uncommon,,,bw8,0.29,,2.57
bw8-128,Dowsing Machine,128,Rare ACE,,,bw8,,8.24,
bw8-129,Scramble Switch,129,Rare ACE,,,bw8,,7.43,
bw8-130,Victory Piece,130,Rare ACE,,,bw8,,2.43,
bw8-131,Victini-EX,131,Rare Ultra,110,Fire,bw8,,121.0,
bw8-132,Articuno-EX,132,Rare Ultra,170,Water,bw8,,318.97,
bw8-133,Cobalion-EX,133,Rare Ultra,180,Metal,bw8,,38.97,
bw8-134,Lugia-EX,134,Rare Ultra,180,Colorless,bw8,,394.08,
bw8-135,Colress,135,Rare Ultra,,,bw8,,96.29,
bw8-136,Charizard,136,Rare Secret,160,Fire,bw8,,1075.0,
bw8-137,Blastoise,137,Rare Secret,140,Water,bw8,,448.72,
bw8-138,Random Receiver,138,Rare Secret,,,bw8,,44.16,
bw9-1,Weedle,1,Common,50,Grass,bw9,0.33,,1.47
bw9-2,Kakuna,2,Uncommon,80,Grass,bw9,0.33,,0.52
bw9-3,Beedrill,3,Rare,120,Grass,bw9,1.05,,1.6
bw9-4,Exeggcute,4,Uncommon,30,Grass,bw9,4.39,,7.21
bw9-5,Exeggutor,5,Rare,100,Grass,bw9,1.73,,5.91
bw9-6,Treecko,6,Common,60,Grass,bw9,0.61,,2.41
bw9-7,Grovyle,7,Uncommon,80,Grass,bw9,0.5,,1.82
bw9-8,Sceptile,8,Rare Holo,130,Grass,bw9,,5.85,6.06
bw9-9,Cacnea,9,Common,70,Grass,bw9,0.25,,0.41
bw9-10,Cacturne,10,Rare,90,Grass,bw9,0.41,,1.4
bw9-11,Leafeon,11,Rare,100,Grass,bw9,9.24,,34.26
bw9-12,Flareon,12,Uncommon,100,Fire,bw9,4.39,,22.42
bw9-13,Heatran-EX,13,Rare Holo EX,180,Fire,bw9,,22.27,
bw9-14,Litwick,14,Common,60,Fire,bw9,0.33,,1.13
bw9-15,Lampent,15,Uncommon,80,Fire,bw9,0.26,,0.71
bw9-16,Chandelure,16,Rare Holo,130,Fire,bw9,,4.44,8.8
bw9-17,Reshiram,17,Rare Holo,130,Fire,bw9,,5.64,6.14
bw9-18,Horsea,18,Common,60,Water,bw9,0.26,,1.03
bw9-19,Seadra,19,Uncommon,80,Water,bw9,0.35,,1.33
bw9-20,Vaporeon,20,Uncommon,110,Water,bw9,4.39,,42.16
bw9-21,Wooper,21,Common,70,Water,bw9,1.12,,15.16
bw9-22,Quagsire,22,Rare,100,Water,bw9,3.07,,10.31
bw9-23,Glaceon,23,Rare,90,Water,bw9,5.21,,23.53
bw9-24,Tympole,24,Common,60,Water,bw9,0.17,,0.61
bw9-25,Palpitoad,25,Uncommon,90,Water,bw9,0.25,,0.43
bw9-26,Seismitoad,26,Rare,140,Water,bw9,0.61,,3.21
bw9-27,Vanillite,27,Common,60,Water,bw9,0.27,,1.13
bw9-28,Vanillish,28,Uncommon,80,Water,bw9,0.27,,0.5
bw9-29,Vanilluxe,29,Rare,130,Water,bw9,0.65,,4.35
bw9-30,Cryogonal,30,Uncommon,80,Water,bw9,0.39,,2.01
bw9-31,Kyurem,31,Rare Holo,130,Water,bw9,,5.86,12.6
bw9-32,Voltorb,32,Common,60,Lightning,bw9,0.26,,0.61
bw9-33,Electrode,33,Rare Holo,90,Lightning,bw9,,2.62,3.61
bw9-34,Jolteon,34,Uncommon,90,Lightning,bw9,3.7,,46.41
bw9-35,Chinchou,35,Common,70,Lightning,bw9,0.24,,0.73
bw9-36,Lanturn,36,Uncommon,90,Lightning,bw9,0.29,,0.88
bw9-37,Pachirisu,37,Common,70,Lightning,bw9,0.31,,1.24
bw9-38,Thundurus-EX,38,Rare Holo EX,170,Lightning,bw9,,9.63,
bw9-39,Zekrom,39,Rare Holo,130,Lightning,bw9,,4.34,7.58
bw9-40,Nidoran ♀,40,Common,60,Psychic,bw9,0.43,,1.84
bw9-41,Nidorina,41,Uncommon,90,Psychic,bw9,0.48,,1.08
bw9-42,Nidoqueen,42,Rare,130,Psychic,bw9,1.12,,2.43
bw9-43,Nidoran ♂,43,Common,60,Psychic,bw9,0.25,,0.94
bw9-44,Nidorino,44,Uncommon,90,Psychic,bw9,0.35,,1.04
bw9-45,Grimer,45,Common,70,Psychic,bw9,0.27,,0.66
bw9-46,Muk,46,Rare,100,Psychic,bw9,1.04,,4.3
bw9-47,Mr. Mime,47,Rare,70,Psychic,bw9,13.67,,33.24
bw9-48,Espeon,48,Uncommon,90,Psychic,bw9,5.33,,43.9
bw9-49,Sableye,49,Rare,70,Psychic,bw9,3.66,,7.97
bw9-50,Beldum,50,Common,60,Psychic,bw9,0.37,,0.8
bw9-51,Metang,51,Uncommon,90,Psychic,bw9,0.28,,1.02
bw9-52,Metagross,52,Rare Holo,140,Psychic,bw9,,7.7,11.44
bw9-53,Deoxys-EX,53,Rare Holo EX,170,Psychic,bw9,,29.02,
bw9-54,Yamask,54,Common,50,Psychic,bw9,0.42,,0.8
bw9-55,Yamask,55,Common,60,Psychic,bw9,0.28,,0.59
bw9-56,Cofagrigus,56,Rare Holo,100,Psychic,bw9,,4.66,8.49
bw9-57,Cofagrigus,57,Rare,100,Psychic,bw9,1.45,,5.69
bw9-58,Nidoking,58,Rare,140,Fighting,bw9,2.68,,9.69
bw9-59,Mankey,59,Common,50,Fighting,bw9,0.28,,1.35
bw9-60,Primeape,60,Common,90,Fighting,bw9,0.37,,1.11
bw9-61,Onix,61,Uncommon,100,Fighting,bw9,0.59,,3.41
bw9-62,Makuhita,62,Common,80,Fighting,bw9,0.22,,0.66
bw9-63,Hariyama,63,Rare,120,Fighting,bw9,0.66,,1.38
bw9-64,Umbreon,64,Rare Holo,100,Darkness,bw9,,95.57,80.8
bw9-65,Sneasel,65,Common,70,Darkness,bw9,0.27,,0.72
bw9-66,Weavile,66,Rare,90,Darkness,bw9,1.63,,3.91
bw9-67,Absol,67,Rare Holo,100,Darkness,bw9,,17.44,16.49
bw9-68,Sandile,68,Common,70,Darkness,bw9,0.26,,0.54
bw9-69,Krokorok,69,Uncommon,90,Darkness,bw9,0.3,,0.6
bw9-70,Krookodile,70,Rare,140,Darkness,bw9,2.86,,6.68
bw9-71,Pawniard,71,Common,60,Darkness,bw9,0.25,,0.39
bw9-72,Pawniard,72,Common,50,Darkness,bw9,0.24,,0.39
bw9-73,Bisharp,73,Rare,100,Darkness,bw9,0.98,,2.68
bw9-74,Bisharp,74,Uncommon,90,Darkness,bw9,0.46,,2.4
bw9-75,Deino,75,Common,60,Darkness,bw9,0.32,,0.82
bw9-76,Deino,76,Common,60,Darkness,bw9,0.31,,0.79
bw9-77,Zweilous,77,Uncommon,90,Darkness,bw9,0.46,,0.91
bw9-78,Hydreigon,78,Rare Holo,150,Darkness,bw9,,5.62,10.95
bw9-79,Steelix,79,Rare,150,Metal,bw9,2.38,,12.41
bw9-80,Mawile,80,Uncommon,70,Metal,bw9,0.4,,3.88
bw9-81,Dratini,81,Common,50,Dragon,bw9,0.41,,5.05
bw9-82,Dragonair,82,Uncommon,70,Dragon,bw9,1.69,,7.54
bw9-83,Dragonite,83,Rare Holo,150,Dragon,bw9,,18.21,31.57
bw9-84,Kingdra,84,Rare Holo,140,Dragon,bw9,,2.21,5.47
bw9-85,Latias-EX,85,Rare Holo EX,160,Dragon,bw9,,40.44,
bw9-86,Latios-EX,86,Rare Holo EX,170,Dragon,bw9,,22.06,
bw9-87,Rattata,87,Common,40,Colorless,bw9,0.3,,1.89
bw9-88,Raticate,88,Rare,70,Colorless,bw9,0.7,,2.4
bw9-89,Eevee,89,Common,60,Colorless,bw9,1.2,,13.98
bw9-90,Eevee,90,Common,60,Colorless,bw9,1.76,,12.01
bw9-91,Hoothoot,91,Common,60,Colorless,bw9,0.28,,0.85
bw9-92,Noctowl,92,Uncommon,90,Colorless,bw9,0.36,,0.56
bw9-93,Miltank,93,Uncommon,100,Colorless,bw9,0.65,,3.56
bw9-94,Kecleon,94,Rare,70,Colorless,bw9,1.2,,3.12
bw9-95,Starly,95,Common,60,Colorless,bw9,0.23,,0.63
bw9-96,Staravia,96,Uncommon,80,Colorless,bw9,0.25,,0.45
bw9-97,Staraptor,97,Rare,130,Colorless,bw9,0.67,,3.78
bw9-98,Tornadus-EX,98,Rare Holo EX,180,Colorless,bw9,,12.52,
bw9-99,Float Stone,99,Uncommon,,,bw9,6.67,,8.83
bw9-100,Frozen City,100,Uncommon,,,bw9,1.42,,2.13
bw9-101,Ghetsis,101,Rare Holo,,,bw9,,2.21,4.55
bw9-102,Shadow Triad,102,Uncommon,,,bw9,0.23,,2.48
bw9-103,Superior Energy Retrieval,103,Uncommon,,,bw9,1.79,,8.35
bw9-104,Team Plasma Badge,104,Uncommon,,,bw9,0.31,,0.89
bw9-105,Team Plasma Ball,105,Uncommon,,,bw9,0.32,,4.23
bw9-106,Plasma Energy,106,Uncommon,,,bw9,0.38,,3.33
bw9-107,Life Dew,107,Rare ACE,,,bw9,,4.67,
bw9-108,Rock Guard,108,Rare ACE,,,bw9,,2.53,
bw9-109,Heatran-EX,109,Rare Ultra,180,Fire,bw9,,124.68,
bw9-110,Thundurus-EX,110,Rare Ultra,170,Lightning,bw9,,125.24,
bw9-111,Deoxys-EX,111,Rare Ultra,170,Psychic,bw9,,395.0,
bw9-112,Latias-EX,112,Rare Ultra,160,Dragon,bw9,,246.35,
bw9-113,Latios-EX,113,Rare Ultra,170,Dragon,bw9,,229.38,
bw9-114,Tornadus-EX,114,Rare Ultra,180,Colorless,bw9,,95.59,
bw9-115,Ghetsis,115,Rare Ultra,,,bw9,,79.0,
bw9-116,Professor Juniper,116,Rare Ultra,,,bw9,,105.09,
bw9-117,Empoleon,117,Rare Secret,140,Water,bw9,,165.0,
bw9-118,Sigilyph,118,Rare Secret,90,Psychic,bw9,,118.58,
bw9-119,Garbodor,119,Rare Secret,100,Psychic,bw9,,175.0,
bw9-120,Garchomp,120,Rare Secret,140,Dragon,bw9,,491.3,
bw9-121,Max Potion,121,Rare Secret,,,bw9,,38.37,
bw9-122,Ultra Ball,122,Rare Secret,,,bw9,,667.19,
bw10-1,Surskit,1,Common,50,Grass,bw10,0.16,,0.42
bw10-2,Masquerain,2,Rare,80,Grass,bw10,0.57,,1.0
bw10-3,Lileep,3,Uncommon,80,Grass,bw10,0.58,,1.21
bw10-4,Cradily,4,Rare,120,Grass,bw10,1.35,,5.22
bw10-5,Tropius,5,Uncommon,100,Grass,bw10,0.27,,0.97
bw10-6,Karrablast,6,Common,60,Grass,bw10,0.19,,0.56
bw10-7,Shelmet,7,Common,60,Grass,bw10,0.37,,0.6
bw10-8,Accelgor,8,Rare,80,Grass,bw10,0.46,,0.79
bw10-9,Virizion-EX,9,Rare Holo EX,170,Grass,bw10,,8.02,
bw10-10,Genesect,10,Rare,100,Grass,bw10,0.64,,1.01
bw10-11,Genesect-EX,11,Rare Holo EX,170,Grass,bw10,,19.01,
bw10-12,Larvesta,12,Common,70,Fire,bw10,0.2,,0.42
bw10-13,Volcarona,13,Rare,100,Fire,bw10,0.64,,1.77
bw10-14,Squirtle,14,Common,50,Water,bw10,1.39,,6.07
bw10-15,Wartortle,15,Uncommon,80,Water,bw10,1.9,,4.43
bw10-16,Blastoise,16,Rare Holo,140,Water,bw10,,17.04,11.78
bw10-17,Lapras,17,Common,100,Water,bw10,0.47,,4.6
bw10-18,Remoraid,18,Common,60,Water,bw10,0.18,,0.44
bw10-19,Octillery,19,Uncommon,90,Water,bw10,0.31,,0.69
bw10-20,Suicune,20,Rare,100,Water,bw10,1.0,,9.61
bw10-21,Snorunt,21,Common,60,Water,bw10,0.21,,0.64
bw10-22,Glalie,22,Uncommon,100,Water,bw10,0.38,,0.69
bw10-23,Froslass,23,Rare,90,Water,bw10,0.68,,1.32
bw10-24,Relicanth,24,Uncommon,90,Water,bw10,0.31,,0.77
bw10-25,Snover,25,Common,70,Water,bw10,0.23,,0.55
bw10-26,Abomasnow,26,Uncommon,120,Water,bw10,0.27,,0.58
bw10-27,Tirtouga,27,Uncommon,90,Water,bw10,1.11,,2.35
bw10-28,Carracosta,28,Rare,140,Water,bw10,0.9,,2.23
bw10-29,Ducklett,29,Common,60,Water,bw10,0.24,,0.59
bw10-30,Kyurem-EX,30,Rare Holo EX,180,Water,bw10,,13.62,
bw10-31,Tynamo,31,Common,30,Lightning,bw10,0.19,,0.43
