id,name,number,rarity,hp,types,set_id,set_name,price_type,market_price
me3-96,Probopass,96,Illustration Rare,140,Fighting,me3,Perfect Order,Unknown,
me3-97,Drapion,97,Illustration Rare,140,Darkness,me3,Perfect Order,Unknown,
me3-98,Doublade,98,Illustration Rare,100,Metal,me3,Perfect Order,Unknown,
me3-99,Raticate,99,Illustration Rare,90,Colorless,me3,Perfect Order,Unknown,
me3-100,Decidueye ex,100,Ultra Rare,320,Grass,me3,Perfect Order,Unknown,
me3-101,Salazzle ex,101,Ultra Rare,260,Fire,me3,Perfect Order,Unknown,
me3-102,Mega Starmie ex,102,Ultra Rare,330,Water,me3,Perfect Order,Unknown,
me3-103,Mega Clefable ex,103,Ultra Rare,320,Psychic,me3,Perfect Order,Unknown,
me3-104,Mega Zygarde ex,104,Ultra Rare,310,Fighting,me3,Perfect Order,Unknown,
me3-105,Yveltal ex,105,Ultra Rare,210,Darkness,me3,Perfect Order,Unknown,
me3-106,Mega Skarmory ex,106,Ultra Rare,260,Metal,me3,Perfect Order,Unknown,
me3-107,Meowth ex,107,Ultra Rare,170,Colorless,me3,Perfect Order,Unknown,
me3-108,Energy Recycler,108,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-109,Forest of Vitality,109,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-110,Jacinthe,110,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-111,Lumiose City,111,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-112,Naveen,112,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-113,Poké Pad,113,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-114,Rosa's Encouragement,114,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-115,Sacred Ash,115,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-116,Tarragon,116,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-117,Wondrous Patch,117,Ultra Rare,,,me3,Perfect Order,Unknown,
me3-118,Mega Starmie ex,118,Special Illustration Rare,330,Water,me3,Perfect Order,Unknown,
me3-119,Mega Clefable ex,119,Special Illustration Rare,320,Psychic,me3,Perfect Order,Unknown,
me3-120,Mega Zygarde ex,120,Special Illustration Rare,310,Fighting,me3,Perfect Order,Unknown,
me3-121,Meowth ex,121,Special Illustration Rare,170,Colorless,me3,Perfect Order,Unknown,
me3-122,Jacinthe,122,Special Illustration Rare,,,me3,Perfect Order,Unknown,
me3-123,Rosa's Encouragement,123,Special Illustration Rare,,,me3,Perfect Order,Unknown,
me3-124,Mega Zygarde ex,124,Mega Hyper Rare,310,Fighting,me3,Perfect Order,Unknown,
